,Chave,UC,Tipo de UC,Semestre,Modelo,Marca,Base de Alunos,Máximo de Alunos,Tipo de CH,Ator Pedagógico
536,"USJT - UC1 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 1 - Presencial - AMERICANA : JARDIM GIRASSOL",UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,104,120.0,Presencial,Mediador Presencial
537,"USJT - UC1 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 1 - Presencial - UNIDADE ACADÊMICA MOOCA",UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,74,120.0,Presencial,Mediador Presencial
538,"USJT - UC1 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 1 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,159,120.0,Presencial,Mediador Presencial
539,"USJT - UC1 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 1 - Síncrono Mediado - Polos Agrupados",UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,337,70.0,Síncrono Mediado,Mediador Online
540,USJT - UC1 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
541,USJT - UC1 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,77,99999.0,Assíncrono,Professor Regente
542,USJT - UC1 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,75,99999.0,Assíncrono,Professor Regente
543,"USJT - UC1 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 1 - Assíncrono - Polos Agrupados",UC1,UC (1-3),1,Semi Presencial 30.20 Bacharelado,USJT,157,99999.0,Assíncrono,Professor Regente
544,"USJT - UC1 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 1 - Presencial - UNIDADE ACADÊMICA MOOCA",UC1,UC (1-3),1,Semi Presencial 30.20 Bacharelado,USJT,79,120.0,Presencial,Mediador Presencial
545,"USJT - UC1 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 1 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC1,UC (1-3),1,Semi Presencial 30.20 Bacharelado,USJT,78,120.0,Presencial,Mediador Presencial
546,"USJT - UC1 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 1 - Síncrono Mediado - Polos Agrupados",UC1,UC (1-3),1,Semi Presencial 30.20 Bacharelado,USJT,157,70.0,Síncrono Mediado,Mediador Online
547,USJT - UC1 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC1,UC (1-5),1,Semi Presencial 30.20 Licenciatura,USJT,111,99999.0,Assíncrono,Professor Regente
548,USJT - UC1 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 1 - Assíncrono - Polos Agrupados,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,382,99999.0,Assíncrono,Professor Regente
549,USJT - UC1 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 1 - Presencial - UNIDADE ACADÊMICA MOOCA,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,192,120.0,Presencial,Mediador Presencial
550,USJT - UC1 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 1 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,190,120.0,Presencial,Mediador Presencial
551,USJT - UC1 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 1 - Síncrono Mediado - Polos Agrupados,UC1,UC (1-6),1,Semi Presencial 40.20 Bacharelado,USJT,382,70.0,Síncrono Mediado,Mediador Online
552,USJT - UC10 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,63,99999.0,Assíncrono,Professor Regente
553,USJT - UC10 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,74,99999.0,Assíncrono,Professor Regente
554,USJT - UC10 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,61,99999.0,Assíncrono,Professor Regente
555,USJT - UC10 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,49,99999.0,Assíncrono,Professor Regente
556,USJT - UC10 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 5 - Assíncrono - Polos Agrupados,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,74,99999.0,Assíncrono,Professor Regente
557,USJT - UC10 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 5 - Presencial - AMERICANA : JARDIM GIRASSOL,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,27,120.0,Presencial,Mediador Presencial
558,USJT - UC10 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 5 - Presencial - UNIDADE ACADÊMICA MOOCA,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,25,120.0,Presencial,Mediador Presencial
559,USJT - UC10 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 5 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,22,120.0,Presencial,Mediador Presencial
560,USJT - UC10 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 5 - Síncrono Mediado - Polos Agrupados,UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,74,70.0,Síncrono Mediado,Mediador Online
561,USJT - UC10 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,53,99999.0,Assíncrono,Professor Regente
562,USJT - UC10 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,70,99999.0,Assíncrono,Professor Regente
563,USJT - UC10 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,43,99999.0,Assíncrono,Professor Regente
564,USJT - UC10 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
565,USJT - UC10 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,47,99999.0,Assíncrono,Professor Regente
566,"USJT - UC10 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 5 - Assíncrono - Polos Agrupados",UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,200,99999.0,Assíncrono,Professor Regente
567,"USJT - UC10 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 5 - Presencial - AMERICANA : JARDIM GIRASSOL",UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,71,120.0,Presencial,Mediador Presencial
568,"USJT - UC10 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 5 - Presencial - UNIDADE ACADÊMICA MOOCA",UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,39,120.0,Presencial,Mediador Presencial
569,"USJT - UC10 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 5 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,90,120.0,Presencial,Mediador Presencial
570,"USJT - UC10 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 5 - Síncrono Mediado - Polos Agrupados",UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,200,70.0,Síncrono Mediado,Mediador Online
571,USJT - UC10 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,43,99999.0,Assíncrono,Professor Regente
572,USJT - UC10 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,49,99999.0,Assíncrono,Professor Regente
573,USJT - UC10 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
574,"USJT - UC10 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 5 - Assíncrono - Polos Agrupados",UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,112,99999.0,Assíncrono,Professor Regente
575,"USJT - UC10 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 5 - Presencial - UNIDADE ACADÊMICA MOOCA",UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,55,120.0,Presencial,Mediador Presencial
576,"USJT - UC10 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 5 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,57,120.0,Presencial,Mediador Presencial
577,"USJT - UC10 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 5 - Síncrono Mediado - Polos Agrupados",UC10,UC (4-8),5,Semi Presencial 30.20 Bacharelado,USJT,112,70.0,Síncrono Mediado,Mediador Online
578,USJT - UC10-E - Educação - Semi Presencial 30.20 Licenciatura - 5 - Assíncrono - Polos Agrupados,UC10-E,UC (1-5),5,Semi Presencial 30.20 Licenciatura,USJT,64,99999.0,Assíncrono,Professor Regente
579,USJT - UC10-E - Educação - Semi Presencial 30.20 Licenciatura - 5 - Presencial - AMERICANA : JARDIM GIRASSOL,UC10-E,UC (1-5),5,Semi Presencial 30.20 Licenciatura,USJT,20,120.0,Presencial,Mediador Presencial
580,USJT - UC10-E - Educação - Semi Presencial 30.20 Licenciatura - 5 - Presencial - UNIDADE ACADÊMICA MOOCA,UC10-E,UC (1-5),5,Semi Presencial 30.20 Licenciatura,USJT,23,120.0,Presencial,Mediador Presencial
581,USJT - UC10-E - Educação - Semi Presencial 30.20 Licenciatura - 5 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC10-E,UC (1-5),5,Semi Presencial 30.20 Licenciatura,USJT,21,120.0,Presencial,Mediador Presencial
582,USJT - UC10-E - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC10-E,UC (1-5),5,Semi Presencial 30.20 Licenciatura,USJT,64,99999.0,Assíncrono,Professor Regente
583,USJT - UC11 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,60,99999.0,Assíncrono,Professor Regente
584,USJT - UC11 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,105,99999.0,Assíncrono,Professor Regente
585,USJT - UC11 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,76,99999.0,Assíncrono,Professor Regente
586,USJT - UC11 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
587,USJT - UC11 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Assíncrono - Polos Agrupados,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,105,99999.0,Assíncrono,Professor Regente
588,USJT - UC11 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Presencial - AMERICANA : JARDIM GIRASSOL,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,32,120.0,Presencial,Mediador Presencial
589,USJT - UC11 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA MOOCA,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,36,120.0,Presencial,Mediador Presencial
590,USJT - UC11 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,37,120.0,Presencial,Mediador Presencial
591,USJT - UC11 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Síncrono Mediado - Polos Agrupados,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,105,70.0,Síncrono Mediado,Mediador Online
592,USJT - UC11 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,91,99999.0,Assíncrono,Professor Regente
593,USJT - UC11 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,93,99999.0,Assíncrono,Professor Regente
594,USJT - UC11 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,74,99999.0,Assíncrono,Professor Regente
595,USJT - UC11 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,99999.0,Assíncrono,Professor Regente
596,USJT - UC11 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,61,99999.0,Assíncrono,Professor Regente
597,"USJT - UC11 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Assíncrono - Polos Agrupados",UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,295,99999.0,Assíncrono,Professor Regente
598,"USJT - UC11 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Presencial - AMERICANA : JARDIM GIRASSOL",UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,95,120.0,Presencial,Mediador Presencial
599,"USJT - UC11 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA MOOCA",UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,72,120.0,Presencial,Mediador Presencial
600,"USJT - UC11 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,128,120.0,Presencial,Mediador Presencial
601,"USJT - UC11 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Síncrono Mediado - Polos Agrupados",UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,295,70.0,Síncrono Mediado,Mediador Online
602,USJT - UC11 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
603,USJT - UC11 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,99999.0,Assíncrono,Professor Regente
604,USJT - UC11 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
605,USJT - UC11 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC11,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,99999.0,Assíncrono,Professor Regente
606,USJT - UC11 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC11,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,550.0,Assíncrono,Mediador Assíncrono
607,USJT - UC12 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,60,99999.0,Assíncrono,Professor Regente
608,USJT - UC12 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,105,99999.0,Assíncrono,Professor Regente
609,USJT - UC12 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,76,99999.0,Assíncrono,Professor Regente
610,USJT - UC12 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
611,USJT - UC12 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Assíncrono - Polos Agrupados,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,105,99999.0,Assíncrono,Professor Regente
612,USJT - UC12 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Presencial - AMERICANA : JARDIM GIRASSOL,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,32,120.0,Presencial,Mediador Presencial
613,USJT - UC12 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA MOOCA,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,36,120.0,Presencial,Mediador Presencial
614,USJT - UC12 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,37,120.0,Presencial,Mediador Presencial
615,USJT - UC12 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 6 - Síncrono Mediado - Polos Agrupados,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,105,70.0,Síncrono Mediado,Mediador Online
616,USJT - UC12 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,91,99999.0,Assíncrono,Professor Regente
617,USJT - UC12 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,93,99999.0,Assíncrono,Professor Regente
618,USJT - UC12 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,74,99999.0,Assíncrono,Professor Regente
619,USJT - UC12 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,99999.0,Assíncrono,Professor Regente
620,USJT - UC12 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,61,99999.0,Assíncrono,Professor Regente
621,"USJT - UC12 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Assíncrono - Polos Agrupados",UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,295,99999.0,Assíncrono,Professor Regente
622,"USJT - UC12 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Presencial - AMERICANA : JARDIM GIRASSOL",UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,95,120.0,Presencial,Mediador Presencial
623,"USJT - UC12 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA MOOCA",UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,72,120.0,Presencial,Mediador Presencial
624,"USJT - UC12 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,128,120.0,Presencial,Mediador Presencial
625,"USJT - UC12 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 6 - Síncrono Mediado - Polos Agrupados",UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,295,70.0,Síncrono Mediado,Mediador Online
626,USJT - UC12 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
627,USJT - UC12 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,99999.0,Assíncrono,Professor Regente
628,USJT - UC12 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
629,USJT - UC12 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC12,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,99999.0,Assíncrono,Professor Regente
630,USJT - UC12 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC12,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,550.0,Assíncrono,Mediador Assíncrono
631,USJT - UC13 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,44,99999.0,Assíncrono,Professor Regente
632,USJT - UC13 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
633,USJT - UC13 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,45,99999.0,Assíncrono,Professor Regente
634,USJT - UC13 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
635,USJT - UC13 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,38,99999.0,Assíncrono,Professor Regente
636,USJT - UC13 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,66,99999.0,Assíncrono,Professor Regente
637,USJT - UC13 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,47,99999.0,Assíncrono,Professor Regente
638,USJT - UC13 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,42,99999.0,Assíncrono,Professor Regente
639,USJT - UC13 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,50,99999.0,Assíncrono,Professor Regente
640,USJT - UC13 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
641,USJT - UC13 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,41,99999.0,Assíncrono,Professor Regente
642,USJT - UC13 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,49,99999.0,Assíncrono,Professor Regente
643,USJT - UC13 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC13,UC (6-8),7,Semi Presencial 30.20 Licenciatura,USJT,57,99999.0,Assíncrono,Professor Regente
644,USJT - UC13 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC13,UC (6-8),7,Semi Presencial 30.20 Licenciatura,USJT,57,550.0,Assíncrono,Mediador Assíncrono
645,USJT - UC14 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,44,99999.0,Assíncrono,Professor Regente
646,USJT - UC14 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
647,USJT - UC14 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,45,99999.0,Assíncrono,Professor Regente
648,USJT - UC14 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
649,USJT - UC14 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,38,99999.0,Assíncrono,Professor Regente
650,USJT - UC14 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,66,99999.0,Assíncrono,Professor Regente
651,USJT - UC14 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,47,99999.0,Assíncrono,Professor Regente
652,USJT - UC14 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,42,99999.0,Assíncrono,Professor Regente
